,movieId,genres
3017,4040,Comedy
3544,4857,Drama|Musical
3087,4149,Comedy|Romance
3015,4037,Crime|Film-Noir|Mystery|Thriller
1378,1889,Drama|Mystery|Thriller
3331,4519,Adventure|Animation|Children|Fantasy
1989,2644,Horror
3215,4349,Comedy|War
1504,2033,Adventure|Animation|Children|Fantasy
3780,5293,Drama|Thriller
9566,175303,Horror
518,605,Drama|Romance
9110,146656,Drama
3178,4291,Comedy|Crime
4040,5747,Drama|War
2497,3341,Comedy
1752,2351,Drama
2172,2889,Comedy|Drama
3100,4167,Thriller
5372,8973,Drama|Thriller
9479,170705,Action|Drama|War
3592,4936,Drama|Musical
26,27,Children|Drama
2871,3844,Drama
3575,4903,Drama
5673,27731,Adventure|Animation|Children|Fantasy
7288,76175,Action|Adventure|Drama|Fantasy
1496,2022,Drama
6654,57528,Action|Drama|Thriller|War
4137,5959,Crime|Drama|Thriller
3555,4876,Horror|Thriller
1587,2130,Crime|Drama|Romance
4552,6774,Fantasy|Horror|Sci-Fi|Thriller
3715,5139,Comedy
8200,103688,Horror|Thriller
9006,140715,Drama
8299,107141,Comedy|Drama
2158,2875,Drama|Mystery|Romance
2411,3204,Action|Mystery|Thriller
9629,180031,Adventure|Drama|Fantasy
6560,55232,Action|Horror|Sci-Fi|Thriller
1922,2551,Drama|Horror|Thriller
2918,3918,Horror
1893,2517,Horror
5254,8643,Comedy|Romance
5907,33836,Comedy|Fantasy|Romance
543,640,Drama|Thriller
1780,2379,Comedy|Crime
6330,49274,Adventure|Animation|Children|Comedy|IMAX
9300,159817,Documentary
6786,60766,Documentary
4546,6765,Comedy|Drama|Romance
8432,112171,Action|Crime|Thriller
452,517,Action|Drama|Mystery
7118,71282,Documentary
7680,89804,Drama
7267,74946,Comedy
2949,3959,Action|Adventure|Sci-Fi
4309,6303,Mystery|Sci-Fi
1442,1966,Comedy
8388,110553,Action|Sci-Fi|IMAX
3089,4153,Comedy|Fantasy|Romance
403,464,Action|Adventure|Crime|Thriller
6184,45210,Crime|Drama
6671,58156,Comedy
350,405,Action|Fantasy
420,482,Crime|Drama|Thriller
4346,6367,Comedy|Romance
2291,3040,Comedy
7367,79357,Drama|Fantasy|Romance|Sci-Fi
688,906,Drama|Thriller
6812,61248,Action|Adventure|Sci-Fi|Thriller
1559,2097,Children|Drama|Fantasy|Mystery|Thriller
7823,93326,Action|Comedy|Romance
389,448,Drama
9335,161131,Comedy
3660,5047,Action|Comedy
2307,3061,Comedy|Musical
3782,5296,Comedy|Romance
2569,3440,Action|Adventure|Children|Comedy|Fantasy
1899,2524,Action|Adventure|Drama|Thriller
1589,2132,Drama
4531,6731,Horror|Sci-Fi|Thriller
9443,168248,Action|Crime|Thriller
931,1232,Drama|Mystery|Sci-Fi
1649,2203,Crime|Drama|Thriller
1612,2155,Comedy|Drama
2823,3784,Comedy|Fantasy
9339,161582,Crime|Drama
725,945,Comedy|Musical|Romance
3024,4052,Crime|Drama|Thriller
2435,3250,Drama
2942,3950,Drama
2085,2772,Comedy
6193,45501,Comedy|Drama|Romance
173,205,Comedy|Drama
6397,51080,Drama|Thriller
7715,90647,Adventure|Animation|Comedy|Fantasy|IMAX
6574,55280,Comedy|Drama
6016,39381,Crime|Drama|Western
250,289,Comedy|Romance
5347,8937,Action|Drama
2033,2709,Children|Comedy
1516,2048,Action|Animation|Children|Crime
2702,3629,Adventure|Comedy|Romance
4161,6001,Comedy|Drama
560,674,Adventure|Comedy|Sci-Fi
5616,27266,Drama|Fantasy|Romance|Sci-Fi
6277,47999,Documentary|Drama
8991,140174,Drama
2622,3512,Drama|Romance
2472,3296,Drama
2101,2796,Comedy
7646,88785,Comedy
3157,4254,Comedy|Drama
4099,5882,Adventure|Animation|Children|Sci-Fi|IMAX
2514,3365,Drama|Western
3050,4090,Animation|Children
1847,2457,Action|Comedy
1889,2513,Horror
5206,8507,Crime|Drama|Horror
1041,1354,Drama|Mystery
367,423,Action|Thriller
1775,2374,Comedy|Drama
5051,7934,Comedy
2208,2936,Adventure|Comedy|Romance
4685,7007,Action|Comedy|Crime|Drama|Thriller
2434,3249,Drama|Thriller
6421,51709,Comedy|Drama|Horror|Sci-Fi|Thriller
2525,3388,Children|Comedy
1921,2550,Horror|Thriller
5320,8866,Comedy|Romance
3716,5146,Animation|Fantasy|Horror|Sci-Fi
5889,33646,Comedy|Drama
6233,46948,Animation|Children|Fantasy|Mystery
4922,7396,Drama
4645,6952,Horror|Thriller
2629,3524,Comedy|Romance
7615,87529,Action|Adventure|Comedy|Fantasy
6343,49649,Action|Adventure|Fantasy
3325,4508,Drama
2261,3004,Comedy|Romance
6473,53129,Crime|Drama|Thriller
2075,2759,Comedy
2079,2764,Crime|Drama|Romance|Thriller
3135,4225,Comedy
8847,133771,Comedy|Romance|Sci-Fi
4792,7154,Drama|Romance
7575,86377,Comedy
4789,7150,Comedy
4690,7013,Drama|Film-Noir|Thriller
1663,2239,Comedy|Drama
5084,8042,Crime|Drama
723,943,Drama|Fantasy|Romance
7340,78574,Drama|Thriller
6866,63062,Crime|Drama|Mystery
4357,6380,Documentary
3248,4396,Action|Comedy
352,407,Horror|Thriller
1762,2361,Comedy
8014,98124,Action|Animation|Sci-Fi
6679,58299,Adventure|Animation|Children|Comedy
1029,1342,Horror|Thriller
4715,7046,Comedy|Fantasy|Horror|Thriller
2311,3066,Action|Drama|War
1790,2390,Comedy
2845,3811,Drama|War
1749,2348,Drama
2040,2719,Horror|Thriller
1614,2159,Crime|Horror|Thriller
7051,69640,Crime|Drama|Thriller
8386,110501,Action|Crime|Thriller
6240,47044,Action|Crime|Drama|Thriller
6924,65216,Drama|Thriller|War
1605,2148,Comedy|Fantasy|Horror
1499,2025,Drama|Romance
2603,3484,Thriller
767,1009,Adventure|Children|Fantasy
768,1010,Children|Comedy
2457,3272,Crime|Drama
593,735,Horror
886,1184,Comedy|Drama
9072,143385,Drama|Thriller
7919,95720,Comedy|Sci-Fi
7444,81788,Crime|Drama|Romance|Thriller
9166,149406,Action|Adventure|Animation
3779,5292,Comedy
903,1202,Comedy
6129,43936,Crime|Thriller
637,810,Children|Comedy|Fantasy
6173,44972,Comedy|Horror
5161,8373,Comedy|Fantasy|Thriller
8147,102686,Comedy
2147,2861,Comedy|Drama
2765,3707,Drama|Romance
2145,2859,Documentary|Musical
1161,1541,Comedy|Romance
1988,2643,Action|Adventure|Sci-Fi
2137,2846,Adventure|Children|Comedy|Drama
4671,6987,Crime|Fantasy|Horror
2067,2747,Comedy|Horror
7410,80831,Drama|Horror|Mystery
1836,2443,Drama|Romance
7461,82169,Adventure|Children|Fantasy
7789,92420,Action|Sci-Fi|Thriller
1582,2122,Horror|Thriller
1599,2142,Adventure|Animation|Children|Musical|Western
2451,3266,Comedy|Crime|Drama|Thriller
3223,4359,Comedy
1725,2320,Drama|Thriller
76,85,Drama|Romance
1680,2262,Comedy|Drama|Romance
7101,71033,Crime|Drama|Mystery|Romance|Thriller
1664,2240,Drama
3030,4062,Comedy|Drama|Romance
7491,83613,Action|Sci-Fi|Thriller|Western|IMAX
730,950,Comedy|Crime
4783,7139,Drama|Romance
146,174,Comedy
1662,2236,Drama
3235,4380,Drama|Romance
6632,56788,Comedy|Drama|War
7189,72733,Drama
6396,51077,Action|Fantasy|Thriller
3091,4155,Drama|Romance
6104,43396,Drama
2854,3824,Drama|Romance
7246,74545,Drama|Mystery|Thriller
4487,6645,Action|Adventure|Drama|Sci-Fi
7704,90439,Drama|Thriller
3801,5325,Documentary
1625,2171,Comedy|Drama|Romance
1267,1683,Drama|Romance
2433,3248,Comedy
6739,59725,Comedy|Romance
4925,7419,Comedy|Thriller
5062,7980,Action|Drama|War
2572,3444,Action
4300,6294,Action|Adventure|Sci-Fi
1758,2357,Drama
8669,122896,(no genres listed)
4957,7570,Action|Adventure|Thriller
3629,4989,Comedy
6670,58154,Drama|Romance
2287,3036,Adventure|Drama
2154,2870,Comedy
5148,8340,Drama|Thriller
4417,6535,Comedy
1425,1949,Drama
7612,87485,Comedy
7613,87520,Action|Adventure|Sci-Fi|War|IMAX
2362,3134,Drama|War
8863,134170,Action|Comedy|Fantasy|Sci-Fi
222,258,Adventure|Children|Comedy|Fantasy|Romance
9434,167746,Action|Animation|Comedy
3709,5128,Fantasy|Horror
6321,48997,Crime|Drama|Thriller
765,1007,Children|Comedy|Western
6979,67408,Animation|Sci-Fi|IMAX
7730,91094,Children|Comedy|Musical
3470,4741,Comedy|Drama|Romance
8788,130520,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
4458,6591,Drama
632,804,Comedy|Romance
5929,34323,Action|Crime|Horror
1162,1542,Comedy|Drama|Romance
2050,2730,Drama|Romance|War
1746,2344,Action|Adventure|Drama|Thriller
3227,4368,Comedy
722,942,Crime|Film-Noir|Mystery
1677,2259,Comedy|Romance
82,93,Comedy|Horror|Romance
7930,95875,Action|Sci-Fi|Thriller
1424,1948,Adventure|Comedy|Romance
6974,67197,Action|Drama|Mystery|Sci-Fi|Thriller
39,43,Drama
3413,4649,Comedy
1404,1924,Horror|Sci-Fi
4833,7234,Drama
6112,43679,Horror|Mystery|Thriller
7407,80693,Comedy|Drama
1833,2436,Comedy|Drama|War
4267,6238,Comedy|Drama|Romance
3828,5379,Drama
3594,4941,Action|Adventure|Sci-Fi
265,305,Comedy
1936,2568,Action|Crime
5762,31420,Action|Crime|Drama|Thriller
1573,2112,Crime|Drama
6939,65682,Action|Fantasy|Horror|Thriller
8286,106766,Drama
1610,2153,Action|Adventure
3869,5446,Adventure|Drama
5132,8254,Comedy|Drama|Fantasy|Romance
525,613,Drama|Romance
9279,158872,Animation|Comedy
3285,4450,Crime|Drama|Thriller
1327,1797,Documentary|IMAX
6207,45730,Drama|Fantasy|Mystery
3431,4681,Comedy|Drama
2342,3102,Crime|Romance|Thriller
6372,50601,Adventure|Children|Fantasy
6813,61250,Comedy
2975,3991,Children|Comedy
2331,3090,Drama
7343,78637,Adventure|Animation|Children|Comedy|Fantasy|IMAX
6369,50442,Crime|Drama
2126,2827,Horror|Sci-Fi|Thriller
9304,160080,Action|Comedy|Horror|Sci-Fi
12,13,Adventure|Animation|Children
3657,5040,Action|Adventure|Fantasy
8046,99117,Drama
8798,131013,Comedy|Crime
6854,62644,Drama
349,393,Action|Adventure|Fantasy
6290,48322,Comedy|Documentary
5366,8966,Drama
7569,86298,Adventure|Animation|Children|Comedy
5967,36527,Drama
1906,2531,Action|Sci-Fi
5249,8633,Action|Adventure|Comedy|Sci-Fi
2188,2907,Comedy
3688,5093,Action|Thriller
1427,1951,Drama|Musical
8904,135861,Comedy
6126,43928,Action|Fantasy|Sci-Fi|Thriller
4649,6958,Children|Comedy|Fantasy|Horror
2902,3896,Crime|Thriller
3916,5508,Comedy|Drama|Musical
6216,46322,Action|Drama
3450,4713,Drama|Sci-Fi
8248,105213,Comedy|Drama|Romance
1409,1931,Adventure|Drama
6440,52319,Action|Adventure|Drama|War
3982,5621,Action|Comedy
5941,34520,Action|Adventure|Comedy
4959,7573,Action|Adventure|Thriller
5946,34534,Action|Crime|Drama
4702,7028,Comedy|Crime
616,781,Drama
9310,160438,Action
9584,176101,Action|Adventure|Comedy
4630,6932,Crime|Drama
3756,5247,Action|Comedy
3637,5004,Comedy
2659,3565,Comedy|Drama
8050,99149,Drama|Musical|Romance|IMAX
7346,78772,Fantasy|Romance|Thriller|IMAX
6835,62081,Action|Crime|Thriller|IMAX
1821,2422,Action|Adventure|Children|Drama
6320,48982,Animation|Comedy
1196,1594,Comedy|Drama
8336,108729,Mystery|Thriller
2049,2729,Drama|Romance
7147,71838,Drama|Thriller
6242,47122,Comedy|Romance
3821,5364,Drama|Thriller
4390,6460,Drama
1246,1658,Romance|Thriller
4282,6266,Comedy|Drama|Romance
1727,2322,Action|Sci-Fi|War
2590,3469,Drama
6487,53460,Animation|Children|Comedy
1047,1361,Documentary
1750,2349,Comedy|Thriller
5122,8207,Crime|Thriller
2234,2971,Drama|Fantasy|Musical
3656,5039,Action|Adventure|Fantasy
1440,1964,Drama|Mystery
51,57,Drama
6075,42011,Comedy|Crime
5686,27788,Drama|Mystery|Sci-Fi|Thriller
3640,5009,Drama
3787,5303,Comedy|Romance
3599,4951,Adventure|Drama|Thriller
6628,56715,Drama|Fantasy|Romance
3566,4889,Crime|Drama
141,169,Adventure|Children|Drama
5865,33154,Documentary
3940,5553,Comedy|Crime|Romance|Thriller
5327,8880,Drama
5445,26133,Animation|Children|Comedy
2764,3706,Film-Noir|Horror|Mystery|Thriller
3742,5220,Action|Comedy
1693,2279,Horror|Thriller
7115,71254,Action|Sci-Fi|Thriller
4484,6639,Drama|Thriller
4584,6820,Drama|Horror|Thriller
1930,2560,Horror|Thriller
316,358,Drama
4602,6868,Crime|Drama|Mystery|Thriller
2606,3494,Adventure|Drama|Western
717,936,Comedy|Romance
2628,3521,Comedy|Drama
1687,2269,Drama|Romance
617,782,Drama|Thriller
1095,1425,Comedy
2587,3466,Comedy|Fantasy
1088,1414,Comedy
9351,162578,Adventure|Animation|Children|Fantasy
195,229,Drama|Thriller
2210,2940,Drama|Film-Noir|Mystery|Romance
1069,1390,Comedy
1335,1809,Crime|Drama
7171,72407,Drama|Fantasy|Horror|Romance|Thriller
643,829,Comedy|Fantasy|Musical
881,1177,Drama|Romance
7966,96728,Drama
1225,1627,Crime|Drama|Mystery
3209,4340,Comedy
2396,3181,Drama
4527,6721,Action|Adventure|Drama
6904,64575,Drama|Mystery
1505,2034,Children|Sci-Fi
488,558,Action|Adventure|Animation|Children|Fantasy
4914,7380,Comedy|Fantasy|Romance
8148,102716,Action|Crime|Thriller|IMAX
8081,100383,Crime|Drama|Mystery|Thriller
7441,81782,Action|Drama|Thriller
6996,68205,Action|Comedy|Crime
2003,2668,Horror|Sci-Fi
2746,3688,Comedy
3348,4546,Drama|Thriller
2146,2860,Comedy
1445,1969,Horror
7425,81156,Action|Comedy|Documentary
7968,96811,Crime|Drama|Thriller
1369,1875,Comedy
7912,95558,Drama|Fantasy
728,948,Drama|Romance|Western
4903,7366,Comedy|Drama|Romance
3477,4754,Drama|Horror|Mystery|Thriller
1126,1474,Children|Comedy
2215,2946,Comedy|Musical
5759,31364,Crime|Drama|Mystery|Thriller
729,949,Drama
2689,3614,Comedy|Romance
3123,4210,Action|Crime|Drama|Horror|Thriller
2922,3925,Comedy|Drama
7609,87430,Action|Adventure|Sci-Fi
6389,50912,Romance
5837,32598,Comedy|Romance
3808,5339,Comedy|Drama
1654,2208,Drama|Mystery|Thriller
6028,40148,Crime|Drama|Thriller
2991,4010,Comedy
769,1011,Children|Comedy|Fantasy|Romance
2936,3943,Comedy
2987,4006,Adventure|Animation|Children|Sci-Fi
4518,6707,Horror|Thriller
3028,4056,Crime|Drama|Mystery|Thriller
3205,4334,Drama
7573,86347,Comedy
1944,2579,Crime|Mystery|Thriller
7,8,Adventure|Children
7139,71579,Drama|Romance
1803,2404,Action|Adventure|Thriller|War
7973,96861,Action|Crime|Drama|Thriller
6610,56156,Action|Crime|Thriller
6376,50685,Comedy|Drama|Romance
1781,2380,Comedy|Crime
6490,53468,Comedy|Horror|Thriller
6217,46335,Action|Crime|Drama|Thriller
6061,41573,Comedy|Drama|Romance
655,848,Drama
5674,27741,Drama|Romance
1967,2613,Comedy|Horror|Sci-Fi
3622,4978,Drama|Mystery|Thriller
5112,8169,Children|Comedy|Fantasy|Sci-Fi
7012,68659,Adventure|Comedy|Drama
3851,5420,Action|Drama|War
181,213,Drama
143,171,Comedy|Drama
9262,157699,Drama|Thriller
7368,79428,Comedy
5352,8947,Horror|Mystery|Thriller
4391,6461,Drama|Western
8108,101362,Action|Thriller
2098,2793,Comedy|Horror|Romance|Thriller
552,662,Thriller
2660,3566,Comedy|Drama
5978,37382,Crime|Drama|Thriller
457,522,Action|Drama
3666,5055,Action|Drama
572,700,Comedy
4686,7008,Drama|Romance
59,66,Action|Sci-Fi|Thriller
54,61,Drama|Thriller
1645,2195,Comedy
1608,2151,Comedy
2162,2879,Action|Adventure|Comedy
7035,69278,Action|Adventure|Comedy|Sci-Fi
3820,5363,Comedy
9283,158966,Drama
4884,7327,Drama
1114,1454,Comedy|Drama
7539,85367,Comedy|Romance
5108,8154,Drama
3550,4866,Action
8929,136562,Drama
4843,7255,Comedy|Romance
7553,85881,Comedy|Drama
5619,27317,Drama|Horror|Mystery|Romance|Thriller
1856,2469,Comedy|Drama
1033,1346,Drama|Fantasy|Horror
7549,85774,Documentary
2264,3007,Documentary
8636,120799,Action|Adventure|Sci-Fi|Thriller
2072,2752,Comedy|Mystery
9079,143859,Comedy
3124,4211,Drama
555,667,Action
1723,2316,Drama|Fantasy|Mystery|Romance
2052,2732,Drama|Romance
4682,7001,Horror|Mystery|Sci-Fi|Thriller
64,72,Comedy|Drama
6907,64622,Drama|Romance
7021,68952,Comedy|Horror
6135,44193,Comedy|Romance
4053,5784,Horror
6065,41716,Comedy|Drama|Thriller
1352,1840,Drama
7880,95088,Comedy|Drama
8727,127202,Drama
2522,3385,Comedy
894,1192,Documentary
5332,8908,Action|Drama|Thriller
8552,116799,Comedy|Crime|Drama|Mystery|Romance
3158,4255,Comedy
3795,5316,Romance|Thriller
6511,54256,Comedy
2648,3550,Horror
5374,8977,Action|Adventure|Drama|War
9618,179401,Action|Adventure|Children
4708,7036,Comedy|Fantasy
2070,2750,Comedy|Drama
6731,59421,Comedy|Romance
4915,7381,Action|Comedy|Crime
3895,5478,Action|Comedy|Horror|Sci-Fi
2283,3032,Action|Drama|Sci-Fi|Thriller
4565,6791,Drama
3722,5159,Animation|Children|Comedy|Musical
2980,3997,Action|Adventure|Comedy|Fantasy
7584,86781,Drama|Mystery|War
149,177,Horror
4418,6536,Adventure|Animation|Children|Fantasy
2892,3873,Comedy|Western
7394,80363,Action|Horror|Sci-Fi|Thriller|IMAX
1848,2458,Comedy|Crime
2915,3915,Drama
6350,49822,Drama|Thriller
6354,49932,Drama|Mystery|Thriller
6118,43871,Crime|Drama|Thriller
437,501,Drama
2374,3153,Action|Adventure|Fantasy
2827,3788,Drama|Mystery
6175,45028,Comedy|Drama|Musical
9419,166635,Adventure|Drama|Romance|Sci-Fi
782,1024,Animation|Children|Musical
4165,6006,Comedy|Romance
4059,5792,Comedy|Drama
3254,4406,Crime|Drama|Western
377,433,Comedy
370,426,Horror|Sci-Fi|Thriller
5670,27721,Drama|Mystery|Romance|War
1837,2445,Drama
4398,6482,Comedy
2557,3426,Drama|Romance
8726,127198,Comedy|Drama
9348,162350,Action|Western
1049,1365,Drama
7577,86504,Documentary
984,1286,Drama|Romance
2944,3952,Drama|Thriller
4941,7460,Comedy|Drama
3923,5524,Adventure|Drama|Romance
7570,86320,Drama|Sci-Fi
318,360,Action|Comedy
1286,1713,Children|Comedy
5755,31225,Drama
3956,5582,Adventure|Comedy
2128,2829,Comedy
7550,85780,Animation|Comedy|Sci-Fi
3001,4021,Drama
5444,26131,Drama|War
4610,6881,Comedy|Drama
8892,135436,Animation|Comedy
4498,6666,Comedy|Drama|Fantasy
2715,3649,Drama
5836,32596,Action|Adventure|Comedy
5608,27156,Action|Animation|Drama|Fantasy|Sci-Fi
6990,67997,Comedy
807,1056,Drama
5892,33669,Adventure|Comedy|Drama
2623,3513,Drama|Thriller
7024,69069,Comedy
821,1082,Drama
4910,7375,Comedy|Romance
2742,3684,Drama|Romance
5966,36525,Comedy|Fantasy|Romance
2591,3470,Adventure|Drama
5368,8968,Action|Adventure|Comedy|Crime|Thriller
2339,3099,Comedy|Drama|Romance
3137,4228,Comedy|Crime|Romance
7733,91128,Comedy|Drama|Thriller
2540,3404,Action|Drama
5977,37380,Action|Horror|Sci-Fi
2160,2877,Musical
3054,4102,Comedy|Documentary
4793,7155,Comedy
1928,2558,Comedy|Romance
3075,4132,Comedy|Romance
7208,73323,Action|Crime|Mystery
1873,2492,Comedy|Romance
2111,2806,Comedy|Thriller
2114,2810,Animation|Horror|Mystery|Thriller
4496,6664,Action|Adventure
8620,119155,Adventure|Children|Comedy|Fantasy
3896,5479,Action|Adventure|Drama|Thriller
683,901,Comedy|Musical
7279,75985,Action|Sci-Fi|Thriller
5001,7757,Action|Adventure|Fantasy
3852,5421,Drama
292,334,Drama
7078,70336,Action|Adventure|Sci-Fi|Thriller
3455,4719,Action|Animation|Comedy|Crime|Drama|Romance|Thriller
9493,171011,Documentary
304,346,Drama|Musical
305,347,Drama|Film-Noir|Romance
4471,6615,Action|Horror|Thriller
6162,44788,Documentary
5893,33672,Action|Comedy|Drama
1488,2014,Children|Comedy|Fantasy
6072,42004,Adventure|Comedy|Drama
893,1191,Documentary|Musical
4913,7379,Drama|War|Western
6672,58162,Comedy|Romance
6953,66297,Action|Animation|Comedy|Sci-Fi
6018,39414,Comedy|Drama|Romance
1276,1694,Drama
926,1226,Drama|Romance
6761,60161,Action|Animation|Comedy|Romance|Sci-Fi
636,809,Action|Adventure
38,42,Action|Crime|Drama
5065,7983,Comedy
3105,4178,Drama
1807,2408,Comedy|Sci-Fi
3796,5319,Crime|Thriller
7598,87192,Action|Comedy|Sci-Fi
2289,3038,Drama
6600,55872,Drama|Musical
3388,4616,Drama
6262,47644,Drama
6261,47640,Comedy
1707,2296,Comedy
391,450,Comedy|Drama
565,688,Action|Adventure|Comedy|War
81,92,Drama|Horror|Thriller
8186,103372,Action|Comedy|Crime
1211,1611,Drama|Romance
4400,6484,Action|Crime|Drama
3791,5309,Comedy|Romance
4616,6887,Drama
7358,79185,Action|Comedy|Romance
7832,93721,Documentary
1308,1755,Comedy|Romance
7493,83803,Animation|Children
3076,4133,Action|Adventure|Fantasy|Sci-Fi
1846,2456,Horror|Sci-Fi
5098,8128,Drama
1774,2373,Action|Adventure|Fantasy
8931,136598,Adventure|Comedy
1696,2282,Comedy|Drama
4500,6669,Drama
1360,1858,Action|Comedy
4109,5900,Comedy|Crime
1637,2184,Comedy|Mystery
6427,51931,Drama
1561,2099,Adventure|Animation|Children|Musical
1860,2473,Comedy
1365,1866,Action|Comedy|Crime
236,274,Comedy
5753,31221,Action|Adventure|Crime|Drama
7204,73268,Action|Drama|Horror|Thriller
2199,2925,Drama
4834,7235,Action|Comedy|Crime|Drama|Horror|Thriller
6603,55995,Action|Adventure|Animation|Fantasy|IMAX
8667,122890,Action|Adventure|Fantasy
579,710,Comedy
2546,3412,Adventure|Children|Drama
6957,66371,Drama
7198,73023,Drama|Romance
2239,2976,Drama
5388,9010,Drama|Romance
6892,64034,Drama|War
6667,58103,Action|Drama|Thriller
2209,2937,Comedy
6595,55814,Drama
2482,3310,Comedy|Drama
1228,1633,Drama
7511,84601,Drama|Mystery|Thriller
6567,55261,Comedy|Drama|Romance
3946,5568,Comedy
1510,2040,Children|Comedy
8178,103235,Thriller
2406,3197,Action|Crime|Romance|Thriller
312,354,Drama
360,416,Western
2553,3422,Comedy|Romance
642,828,Adventure|Children
3585,4921,Drama|Romance
2524,3387,Comedy|Mystery
2805,3754,Adventure|Animation|Children|Comedy|Fantasy
5912,33903,Comedy|Crime|Drama|Romance
1886,2506,Comedy|Drama|Romance
2893,3877,Action|Adventure|Fantasy
5316,8860,Action|Crime|Drama|Mystery|Thriller
9416,166534,Drama|Horror|Thriller
6116,43836,Adventure|Comedy|Crime
487,556,Documentary
5305,8827,Comedy|Documentary
822,1083,Comedy|Musical
6069,41863,Adventure|Crime|Drama
2481,3308,Comedy|Drama
5321,8869,Comedy|Romance
6189,45440,Comedy|Drama
5736,30894,Drama|Horror|Mystery|Sci-Fi|Thriller
2397,3182,Documentary
4307,6301,Drama|Thriller
6251,47423,Drama
7359,79224,Action|Children|Drama
532,627,Drama|Thriller
3793,5312,Crime|Thriller
1652,2206,Film-Noir|Mystery|Thriller
2354,3115,Drama
7313,77800,Comedy|Drama
1773,2372,Comedy
4348,6370,Comedy|Drama|Romance
2703,3632,Comedy|Crime
1617,2162,Adventure|Children|Fantasy
6087,42632,Crime|Drama|Mystery|Thriller
335,378,Comedy|Romance
745,973,Comedy|Drama
4566,6793,Children|Comedy|Drama
4733,7064,Drama|Fantasy
2658,3564,Children|Comedy
7460,82167,Comedy|Drama|Romance
5802,32019,Comedy|Crime|Musical
2453,3268,Action|Comedy
1322,1785,Crime|Thriller
6130,44004,Comedy|Romance
5326,8879,Crime|Mystery|Thriller
101,116,Documentary
8706,126548,Comedy
4694,7018,Crime|Drama|Thriller
5467,26258,Fantasy|Western
477,544,Action|Crime
7086,70599,Drama|Romance|Sci-Fi
5696,27821,Drama|Thriller
1050,1366,Drama
2969,3985,Drama|War
381,437,Comedy
2598,3478,Drama
2680,3594,Drama|Musical
7928,95858,Animation|Children|Comedy
9692,187595,Action|Adventure|Children|Sci-Fi
6433,52241,Crime|Drama|Thriller
2280,3029,Action|Drama
2890,3871,Drama|Western
5439,26084,Children|Comedy|Musical|Romance
4094,5876,Drama|Thriller|War
7040,69436,Adventure|Comedy
6901,64497,Drama|Sci-Fi|Thriller|IMAX
3415,4654,Action|Drama
8187,103384,Action|Adventure|Western|IMAX
3948,5570,Drama|Horror|Thriller
4669,6985,Drama
719,938,Musical
6283,48142,Crime|Drama|Mystery|Thriller
2393,3177,Comedy
802,1050,Documentary|Drama
5238,8607,Adventure|Animation|Drama
8747,128620,Crime|Drama|Romance
6155,44709,Drama
7772,91974,Action|Fantasy|Horror|IMAX
9452,168418,Animation|Children|Comedy
6639,56921,Action|Drama|Sci-Fi|Thriller
3095,4159,Action|Thriller
1699,2287,Horror|Sci-Fi|Thriller
4713,7044,Crime|Drama|Mystery|Romance|Thriller
3860,5434,Drama|Film-Noir|Thriller
7037,69306,Crime|Drama|Thriller
2422,3224,Drama
3221,4356,Comedy|Musical|Romance
3121,4205,Comedy|Drama|Romance
6110,43560,Children|Comedy|Fantasy
8584,117881,Drama
3119,4203,Action|Crime|Drama
4298,6290,Horror
7028,69134,Drama|Fantasy
5648,27592,Crime|Drama
6089,42718,Action|Crime|Sci-Fi
4773,7121,Comedy|Romance
6717,59126,Comedy|Documentary
962,1264,Action|Drama|Mystery|Romance|Thriller
892,1190,Crime|Drama|Romance
9552,174053,Drama|Horror|Mystery|Sci-Fi|Thriller
8327,108156,Action|Comedy
1233,1643,Drama|Romance
5583,26903,Animation|Drama|Romance
2009,2676,Drama|Thriller
3036,4068,Comedy
1102,1432,Action|Comedy|Crime|Drama|Thriller
2730,3672,Adventure|Children
2223,2956,Action|Crime|Thriller
7462,82202,Drama|Thriller
56,63,Comedy|Crime
5549,26729,Documentary
9329,160980,Drama
382,438,Action|Comedy|Drama
6773,60487,Animation|Children|Comedy
3949,5572,Comedy
8743,128520,Comedy
2103,2798,Children|Comedy
5535,26680,Comedy|Musical|Romance
675,891,Horror|Thriller
4280,6264,Action|Drama|Sci-Fi|Thriller
2778,3723,Drama
6965,66785,Action|Adventure|Comedy|Western
7316,77866,Action|Adventure|Drama|Romance|War
5801,32017,Action|Comedy
6943,65802,Action|Comedy|Crime
1884,2504,Comedy|Drama
7335,78349,Mystery|Thriller
4523,6713,Animation|Drama|Romance
6839,62250,Crime|Drama
2323,3079,Comedy|Drama|Romance
5881,33495,Comedy
1120,1461,Comedy
6794,60937,Action|Adventure|Fantasy|Thriller
2646,3548,Comedy|Drama
9051,142448,Adventure|Drama|Thriller
1588,2131,Drama
6210,45928,Documentary
6900,64285,Animation|Comedy
8279,106491,Action|Adventure|Fantasy
4275,6250,Drama|Horror|Sci-Fi|Thriller
2491,3327,Documentary
6103,43376,Drama|War
347,390,Action|Crime|Drama
3295,4465,Drama
1333,1806,Adventure|Children|Comedy
6032,40414,Drama|War
4978,7698,Drama|Thriller
2436,3251,Drama|Mystery
2763,3705,Action|Comedy|Romance
5199,8493,Action|Drama|War
6005,38304,Documentary
6145,44397,Drama|Horror|Thriller
